Name,ID,GND
FLEXNER ,445,NA
FLUSSMANN - Samuel ,446,http://d-nb.info/gnd/1076031145
FORMSTECHER - Salomon - Dr. ,447,http://d-nb.info/gnd/118988433
FRANK - Abraham - Dr. ,448,http://d-nb.info/gnd/1051855381
FRANK - Daniel ,449,http://d-nb.info/gnd/1073887146
FRANK - Hirsch ,450,NA
FRANK - Israel ,451,NA
FRÄNKEL - Abraham ,452,NA
FRÄNKEL - Daniel - Dr. ,453,http://d-nb.info/gnd/136004121
FRÄNKEL - Eisemann ,454,NA
FRÄNKEL - Isaak-Seckel ,455,http://d-nb.info/gnd/1083819925
FRÄNKEL - Jacob - Dr. ,456,http://d-nb.info/gnd/1075213371
FRÄNKEL - Joseph ,457,NA
FRÄNKEL - Joseph Jonas - auch Isack Josef TEOMIM ,458,http://d-nb.info/gnd/1075461995
FRÄNKEL - Josua ,459,NA
FRÄNKEL - Levi - auch Löb BERLIN ,460,NA
FRÄNKEL - Moses ,461,http://d-nb.info/gnd/10344789X
FRÄNKEL - Moses ,462,http://d-nb.info/gnd/1076061540
FRÄNKEL - Moses Schalom - gen. Schalom FÜRTH ,463,http://d-nb.info/gnd/1075939852
FRÄNKEL - Samuel ,464,http://d-nb.info/gnd/107602937X
FRÄNKEL - Seligmann ,465,NA
FRANKEL - Zacharias - Dr. ,466,http://d-nb.info/gnd/116715804
FRANKENSTEIN - Simon ,467,http://d-nb.info/gnd/1076030610
FRANKFURT - Seligmann ,468,NA
FRANKFURTER - Feibisch ,469,NA
FRANKFURTER - Josef ,470,http://d-nb.info/gnd/1073895041
FRANKFURTER - Lazar - Dr. ,471,http://d-nb.info/gnd/1073895653
FRANKFURTER - Menachem-Mendel ,472,http://d-nb.info/gnd/13756306X
FRANKFURTER - Moses Levi ,473,NA
FRANKFURTER - Naphthali - Dr. ,474,http://d-nb.info/gnd/116717505
FRANKL - Joel ,475,NA
FREIE - Abraham ,476,NA
FREIMANN - Israel Meir - Dr. ,477,http://d-nb.info/gnd/155115685
FRENKEL - Meyer - Dr. ,478,NA
FRENSDORF - Uri-Feis - bürgerlich Uri FEIST ,479,NA
FRENSDORFF - Aron Salman Moses ,480,NA
FRENSDORFF - Jakob ,481,http://d-nb.info/gnd/1034725874
FRENSDORFF - Michael ,482,http://d-nb.info/gnd/1034725866
FRENSDORFF - Salman - Prof. Dr. ,483,http://d-nb.info/gnd/122772016
FREUND - Abraham ,484,NA
FREUND - Jonas ,485,NA
FREUND - Löb (hebr. Juda-L.) - gen. Löb BERLIN ,486,http://d-nb.info/gnd/1072436396
FREUND - Markus ,487,http://d-nb.info/gnd/1075939577
FREUND - Abraham Moses ,488,NA
FREUND - Moses Israel ,489,http://d-nb.info/gnd/1075172888
FREUND - Samuel ,490,NA
FREUND - Salomon Wolf ,491,http://d-nb.info/gnd/1075173051
FREUND - Siegfried - Dr. ,492,http://d-nb.info/gnd/1074970322
FRIED - Benjamin-Wolf ,493,NA
FRIED - Eleasar ,494,http://d-nb.info/gnd/1076059341
FRIED - Meyer ,495,http://d-nb.info/gnd/107389911X
FRIED - Salomon ,496,NA
FRIEDBERG - Isaak-Eisik ,497,NA
FRIEDBERG - Löb ,498,NA
FRIEDBERG - Löb - bürgerlich Levi FRIDBERG ,499,http://d-nb.info/gnd/1034725858
FRIEDBERG - Moses ,500,http://d-nb.info/gnd/103472584X
FRIEDBERG - Salomon Bär ,501,NA
FRIEDBURG - Mordechai Gumpa ,502,NA
FRIEDEBERG - Salomon ,503,http://d-nb.info/gnd/1075175704
FRIEDEN - Moses ,504,http://d-nb.info/gnd/1073902269
FRIEDENTHAL - Moses ,505,http://d-nb.info/gnd/1076061346
FRIEDENTHAL - Scholem ,506,NA
FRIEDEWALD - M ,507,NA
FRIEDHEIM - Moses ,508,NA
FRIEDLANDER - Israel ,509,NA
FRIEDLÄNDER - Joseph ,510,http://d-nb.info/gnd/1075212758
FRIEDLÄNDER - Markus Hirsch - Dr. - auch Max Hermann F. ,511,http://d-nb.info/gnd/136862411
FRIEDLÄNDER - Michael - Prof. Dr. ,512,http://d-nb.info/gnd/136353673
FRIEDLÄNDER - Michel ,513,NA
FRIEDLÄNDER - Salomon - Dr. ,514,http://d-nb.info/gnd/131946773
FRIEDMANN - Bernhard - Dr. ,515,http://d-nb.info/gnd/1075560284
FRIEDMANN - Gabriel Hirsch ,516,NA
FRIEDMANN - L. A ,517,NA
FRIEDMANN - Meir - hebraisiert Meïr ISCH-SCHALOM ,518,NA
FRIEDMANN - Moses - vormals Moses FÜRTH ,519,NA
FRIEDMANN - Samson ,520,http://d-nb.info/gnd/1076060536
FRIEDMANN - Samuel - eigentlich Jakob Samuel Fürth ,521,NA
FRIEDMANN - Simon ,522,NA
FRIESENHAUSEN - Abraham ,523,NA
FRIESENHAUSEN - David ,524,http://d-nb.info/gnd/1075022207
FRITSCH - Salomon ,525,http://d-nb.info/gnd/1073952371
FRÖHLICH - Wilhelm - Dr. ,526,http://d-nb.info/gnd/1073952789
FROMM - Seligmann - Dr. ,527,NA
FUCHS - Joel ,528,NA
FUCHS - Saul ,529,http://d-nb.info/gnd/1076030882
FULD - Aron - gen. Beth ’Aharon ,530,http://d-nb.info/gnd/136036163
FULDA - Joseph Jacob ,531,NA
FÜRST - Julius - Dr. ,532,http://d-nb.info/gnd/116846283
FÜRST - Salomon ,533,http://d-nb.info/gnd/1012265056
FÜRTH - Abraham Löw - bürgerlich A. L. OTTENSOSER ,534,NA
FÜRTH - Elchanan-Henle ,535,NA
FÜRTH - Israel-Isserl ,536,http://d-nb.info/gnd/1073992365
FÜRTH - Josef ,537,http://d-nb.info/gnd/1083815601
FÜRTH - Lazar ,538,http://d-nb.info/gnd/1076059554
FÜRTH - Markus ,539,http://d-nb.info/gnd/1075077354
FÜRTH - Nesanel ,540,http://d-nb.info/gnd/-
FÜRTH - Samuel ,541,http://d-nb.info/gnd/-
FÜRTHER - Moses ,542,NA
GABRIEL - Löw ,543,http://d-nb.info/gnd/-
GABRIELOWITZ - Israel ,544,http://d-nb.info/gnd/1081790202
Gamaliel b. Gamaliel ,545,http://d-nb.info/gnd/-
GANS - I. G ,546,http://d-nb.info/gnd/-
GAON - Nathan ,547,http://d-nb.info/gnd/1081942274
GEBHARDT - Julius - Dr. - hebr. Juda b. Seev ,548,http://d-nb.info/gnd/1081784792
Gedalia b. Arje-Levin ,549,http://d-nb.info/gnd/-
GEDALIA - Abraham ,550,http://d-nb.info/gnd/1081790393
GEIGER - Abraham - Dr. ,551,http://d-nb.info/gnd/11933304X
GEISMAR - David ,552,http://d-nb.info/gnd/-
GELDERN - Michael von ,553,http://d-nb.info/gnd/-
GENSEL - Sander ,554,http://d-nb.info/gnd/108195020X
GERAU - Lippmann Herz ,555,http://d-nb.info/gnd/-
GERSFELD - Jakob-Joseph ,556,http://d-nb.info/gnd/1046272861
GERSFELD - Liebmann ,557,http://d-nb.info/gnd/-
GERSTEN - Naum ,558,http://d-nb.info/gnd/-
GLÄSER - Heschel ,559,http://d-nb.info/gnd/1081788283
GLASER - Jakob ,560,http://d-nb.info/gnd/1081950609
GLÄSER - Leopold ,561,http://d-nb.info/gnd/1081951028
GLOGAU - Ascher-Lemmel ,562,http://d-nb.info/gnd/1081790679
GLOGAU - Jecheskel - bürgerlich Ezechiel SCHLESINGER ,563,http://d-nb.info/gnd/1081791063
GLOGAU - Josef ,564,http://d-nb.info/gnd/1081788712
GLOGAU - Löb - bürgerlich Juda SCHLESINGER ,565,http://d-nb.info/gnd/108179139X
GLOGAU - Maier - bürgerlich Markus SCHLESINGER ,566,http://d-nb.info/gnd/1081790296
GLOGAU - Michl ,567,http://d-nb.info/gnd/108179156X
GLOGAU - Moses ,568,http://d-nb.info/gnd/1081163437
GLÜCK ,569,http://d-nb.info/gnd/-
GLÜCK - Jacob Akiba - Dr. ,570,http://d-nb.info/gnd/-
GLÜCK - Löb (hebr. Juda-L.) ,571,http://d-nb.info/gnd/1081792604
GLÜCKMANN - David - gen. D. KALISCHER ,572,http://d-nb.info/gnd//
GOLDBERG - Jakob Moses ,573,http://d-nb.info/gnd/1027336922
GOLDBERG - Nachman Abraham ,574,http://d-nb.info/gnd/1097634787
GOLDMANN - Benedikt ,575,http://d-nb.info/gnd/-
GOLDMANN - Eisik Gerson ,576,http://d-nb.info/gnd/-
GOLDMANN - Isak ,577,http://d-nb.info/gnd/1081951958
GOLDMANN - Moses-Moritz ,578,http://d-nb.info/gnd/1103163728
GOLDMANN - Philipp - auch Feivel G. ,579,http://d-nb.info/gnd/1018721231
GOLDSCHEIDER - Salomon ,580,http://d-nb.info/gnd/1081952326
GOLDSCHEIDER - Samuel ,581,http://d-nb.info/gnd/-
GOLDSCHMIDT - Abraham Meyer - Dr. ,582,http://d-nb.info/gnd/116755695
GOLDSCHMIDT - Isaak Fischel ,583,http://d-nb.info/gnd/1081943726
GOLDSCHMIDT - Israel ,584,http://d-nb.info/gnd/-
GOLDSCHMIDT - Löbel (hebr. Juda-L.) ,585,NA
GOLDSCHMIDT - Pessach ,586,http://d-nb.info/gnd/-
GOLDSCHMIDT - Salomon ,587,http://d-nb.info/gnd/1024426734
GOLDSCHMIDT - Salomon - Dr. ,588,http://d-nb.info/gnd/1081953616
GOLDSCHMIDT - Wolf ,589,http://d-nb.info/gnd/-
GOLDSCHMIED - Esriel-Israel ,590,http://d-nb.info/gnd/1081163097
GOLDSTAUB - Elieser-Lipmann ,591,http://d-nb.info/gnd/1081953799
GOLDSTEIN - Moritz - Dr. ,592,http://d-nb.info/gnd/1023967235
GOSEN - Moses ,593,http://d-nb.info/gnd/-
GOTTHEIL - Gustav - Dr. ,594,http://d-nb.info/gnd/136945120
GOTTHEIMER - J ,595,http://d-nb.info/gnd/1081942711
GOTTHELF - Nochem Jakob ,596,http://d-nb.info/gnd/1081953985
GÖTTINGEN - Hirsch (hebr. Naftali-H.) ,597,http://d-nb.info/gnd/1034735373
Gottlieb-Joez b. Mosche ,598,NA
GOTTLIEB ,599,NA
GOTTSTEIN - Marcus - Dr. ,600,http://d-nb.info/gnd/1034735381
GOUDECHAUX - Seligmann - deutsch S. GOTTSCHALLIG ,601,http://d-nb.info/gnd/-
GRADENWITZ - Menachem-Mendel ,602,http://d-nb.info/gnd/1081789018
GRADENWITZ - Raphael ,603,http://d-nb.info/gnd/-
GRÄDITZ - Jakob ,604,http://d-nb.info/gnd/1081954485
GRAF - Salomon ,605,http://d-nb.info/gnd/1081943483
GREIFF - Joseph-Jaßmann ,606,http://d-nb.info/gnd/1081954639
GREIFFENHAGEN - Gerson ,607,http://d-nb.info/gnd/1081944250
GREIFFENHAGEN - Moses J ,608,http://d-nb.info/gnd/1081944005
GREILSHEIMER - Joel Nathan ,609,NA
GRIEGER - Aron ,610,http://d-nb.info/gnd/1082388963
GROSS - Heinrich - Dr. ,611,http://d-nb.info/gnd/120926350
GROSS - M ,612,http://d-nb.info/gnd/-
GROSSMANN - Ignaz ,613,http://d-nb.info/gnd/1081163712
GROSSMANN - N ,614,NA
GRÜN - Aron Jakob Halevi ,615,http://d-nb.info/gnd/1081944927
GRÜNBAUM - Aron Bär ,616,http://d-nb.info/gnd/-
GRÜNEBAUM - Elias ,617,http://d-nb.info/gnd/100145426
GRÜNFELD - Abraham ,618,http://d-nb.info/gnd/-
GRÜNHUT - Thomas ,619,http://d-nb.info/gnd/1081942363
GRÜNWALD - Jakob ,620,NA
GRÜNWALD - Seligmann ,621,http://d-nb.info/gnd/128012765
GÜDEMANN - Moritz - Dr. ,622,http://d-nb.info/gnd/116909234
GUGENHEIMER - Aaron ,623,http://d-nb.info/gnd/12321422X
GUGENHEIMER - Joseph ,624,NA
GUGGENHEIMER - Joseph - Dr. ,625,http://d-nb.info/gnd/136200877
GÜLDENSTEIN - Michael - Dr. ,626,http://d-nb.info/gnd/-
GUMPERTZ - Abraham - auch A. GOMPERTZ oder GUMBERTZ ,627,http://d-nb.info/gnd/-
GUNDELFINGER - Naftali ,628,http://d-nb.info/gnd/1081945168
GUNDERSHEIM - Hayum ,629,http://d-nb.info/gnd/1028692390
GUNDERSHEIM - Senior Süßkind Löb ,630,NA
GÜNSBERG - Raphael Seew ,631,http://d-nb.info/gnd/-
GÜNSBURGER - David ,632,http://d-nb.info/gnd/-
GÜNSBURGER - Joseph-Josle ,633,http://d-nb.info/gnd/-
GÜNZBURG - Aaron - englisch A. GUINZBURG ,634,http://d-nb.info/gnd/130246166
GÜNZBURG - David ,635,http://d-nb.info/gnd/-
GÜNZBURG - Jakob ,636,http://d-nb.info/gnd/1081786507
GUNZENHAUSEN - Isak ,637,http://d-nb.info/gnd/-
GUNZENHAUSEN - Isak Hirsch - gen. Hirsch FÜRTH ,638,http://d-nb.info/gnd//
GUNZENHAUSER - Samson ,639,http://d-nb.info/gnd/-
GUTHEIM - Jakob-Koppel - englisch James K. G. ,640,http://d-nb.info/gnd//
GUTMANN - Moses ,641,http://d-nb.info/gnd/130072613
GUTTMACHER - Elias - „der Grätzer Raw“ ,642,http://d-nb.info/gnd/1053420374
GUTTMACHER - Hirsch (hebr. Zwi-H.) ,643,http://d-nb.info/gnd/1081950005
GUTWIRTH ,644,http://d-nb.info/gnd/-
HAAS - David Hirsch - Dr. ,645,NA
HAAS - Ephraim ,646,NA
HAAS - Moses - Dr. ,647,NA
HAAS - Salomon ,648,NA
HAHN - Adolf - Dr. ,649,NA
HAHN - Abraham-Joseph ,650,NA
HAHN - Löbesch ,651,NA
HAHN - Salomon - Dr. ,652,NA
HAHN - Samuel ,653,NA
HAINSFURTH - Simon ,654,NA
HAJUM - Koppel ,655,NA
HALBERSTÄDTER - Juda-Löb ,656,NA
HALLER - Jacob ,657,NA
HALLER - Markus Meier ,658,NA
HAMBURG - Lase ,659,NA
HAMBURGER - Hermann - Dr. - später auch Hersch H. ,660,NA
HAMBURGER - Jacob - Dr. ,661,http://d-nb.info/gnd/141966785
HAMBURGER - Jakob ,662,NA
HAMBURGER - Wolf - hebr. Abraham-Benjamin HAMBURG - im Anagramm ’OHeV ,663,NA
HANDL - Hermann - Dr. ,664,NA
HANDL - Isak Tonelis ,665,NA
HANOVER - David - Dr. ,666,NA
HANOVER - Joseph - gen. „Sagi Nohaur“ [der Blinde] ,667,NA
HARBURGER - Jehuda ,668,http://d-nb.info/gnd/137028172
HARTMANN - Daniel ,669,NA
HARTMANN - Salomon ,670,NA
HATZFELD - Moses Löb ,671,NA
HAUSER - Pinkas ,672,NA
HECHHEIMER - Moses ,673,NA
HECKSCHER - Julius Wolf - Dr. ,674,NA
HEIDEGGER - Isaias ,675,NA
HEIDENHEIM - Philipp - Dr. ,676,http://d-nb.info/gnd/131937847
HEILBRONN - Isaak ,677,http://d-nb.info/gnd/1034902903
HEILBRONN - Isak - Dr. ,678,NA
HEILBRONN - Joel - auch J. Heilprin ,679,NA
HEILBUT - Arnold-Aaron - Dr. ,680,http://d-nb.info/gnd/1055402659
HEILBUTH - Ephraim Moses ,681,NA
HEILBUTH - Moses ,682,NA
HEIMERDINGER - Marx ,683,NA
HEIN - David ,684,NA
HEINEMANN - Carl - Dr. ,685,NA
HEINS - Löwy ,686,NA
HELDENSTEIN - Isak ,687,NA
HELDENSTEIN - S ,688,NA
HELLER - Abraham ,689,NA
HENLEIN - Juda Manasse ,690,NA
HENSCHEL - Arjeh-Löbusch ,691,NA
HERRISCH - David ,692,NA
HERSCHEL - Saul ,693,NA
HERSCHELL - Salomon ,694,NA
HERXHEIMER - Salomon - Dr. ,695,http://d-nb.info/gnd/123675030
HERZ - Isai ,696,NA
HERZ - Israel ,697,NA
HERZ - Max ,698,http://d-nb.info/gnd/1012780384
HERZBERG - Mentheim ,699,NA
HERZFELD - Salomo Dov-Berusch - auch S. D. B. BIALE ,700,NA
HERZFELD - Hartwig - niederländisch Hartoch HERTZVELD - hebr. Naftali-Zwi-Hirsch ,701,NA
HERZFELD - Israel ,702,NA
HERZFELD - Josua - hebr. Aron-Josua-Elias b. Beer ,703,NA
HERZFELD - Levi - Prof. Dr. ,704,http://d-nb.info/gnd/116761040
HERZFELD - Moses ,705,NA
HERZFELD - Salomon - auch S. Hirschfeld ,706,NA
HERZFELD - Samuel ,707,NA
HERZTHAL - Salomon - auch S. Herzfeld ,708,NA
HESS - Isaak - auch I. KUGELMANN ,709,http://d-nb.info/gnd/100764010
HESS - Josef-Moses - auch J. KUGELMANN ,710,NA
HESS - Löb Mayer ,711,NA
HESS - Meier ,712,NA
HESS - Mendel - Dr. ,713,http://d-nb.info/gnd/141374365
HESSEL - Ezechiel - ursprünglich Samuel H. ,714,NA
HEYMANN - Lewin ,715,NA
HEYMANN - S ,716,NA
HILB - Maier ,717,http://d-nb.info/gnd/1012272885
HILDESHEIMER - Esriel - Dr. - gen. meist Israel H. ,718,http://d-nb.info/gnd/118704796
HILDESHEIMER - Mordechai Moses Gumpel ,719,NA
HILLER - Hirsch ,720,NA
HILLER - Mayer Lämlein ,721,NA
HINDELES - Abraham ,722,NA
HIRSCH - Abraham - gen. A. HALBERSTADT ,723,NA
HIRSCH - Heimann ,724,NA
HIRSCH - JAKOB ,725,NA
HIRSCH - Joseph ,726,NA
HIRSCH - Josef Pinchas - gen. J. P. HALBERSTADT ,727,NA
HIRSCH - Lazarus ,728,NA
HIRSCH - Levi ,729,NA
HIRSCH - Mayer Samuel - Dr. ,730,NA
HIRSCH - Moses ,731,NA
HIRSCH - Moses ,732,NA
HIRSCH - Pinkus ,733,NA
HIRSCH - Samson Raphael ,734,http://d-nb.info/gnd/118774522
HIRSCH - Samuel - Dr. ,735,http://d-nb.info/gnd/117747955
HIRSCHFELD - Aron - Dr. ,736,NA
HIRSCHFELD - Hirsch - Dr. ,737,http://d-nb.info/gnd/100499740
HIRSCHFELD - Jakob Heinrich - Dr. ,738,http://d-nb.info/gnd/1081990171
HIRSCHFELD - Moritz - Dr. ,739,NA
HIRSCHLER - Samuel ,740,NA
HIRSCHSTEIN - Hirsch ,741,NA
HOCHHEIMER - Heinrich - Dr. - englisch Henry H. ,742,http://d-nb.info/gnd/131616196
HÖCHHEIMER - Isaak ,743,NA
HÖCHSTÄTTER - Benjamin - Dr. ,744,NA
HOFF - Emil - Dr ,745,NA
HOFFMANN - Moses David ,746,http://d-nb.info/gnd/1029079889
HOFMANN - Joseph ,747,NA
HOLDHEIM - Samuel - Dr. ,748,http://d-nb.info/gnd/124434541
HOLLANDER - Jakob - Dr. ,749,http://d-nb.info/gnd/105120951X
HOLLANDER - Jesaja ,750,NA
HOLLESCHAUER - Joseph David ,751,NA
HOLZMANN - Nathan ,752,NA
HOLZMANN - Salomon-Seligmann ,753,NA
HÖNIG - Enoch ,754,NA
HOROCHOW - David-Tewle ,755,NA
[HOROCHOW -] Secharja-Mendel - genannt S. M. LISSA - bürgerlich Mendel David FABEL ,756,NA
[HOROCHOW -] Moses ,757,NA
[HOROCHOW] - Secharja-Mendel ,758,NA
HOROWITZ - Jakob - Dr. ,759,NA
HORWITZ - David Höschel - hebr. David-Jehoschua b. Zwi ,760,NA
HORWITZ - Hirsch (hebr. Zwi-H.) - gen. Mah. aneh Lewi ,761,NA
HORWITZ - Jakob Halevi ,762,NA
HORWITZ - Lasar ,763,NA
HORWITZ - Pinchas - gen. Ha-Hafla’ah ,764,NA
HORWITZ - Salomon-Schalom ,765,NA
HORWITZ - Zwi Josua ,766,NA
HÜBSCH - Adolf - Dr. ,767,NA
HULISCH - Marcus ,768,NA
HURWITZ - Jakob Meschullam Veit ,769,NA
HURWITZ - Leiser ,770,NA
ICKSTÄDTER - Samuel ,771,NA
IDLINGER - Samuel ,772,NA
ILLOWY - Bernhard - Dr. - englisch Bernard ILLOWAY ,773,NA
ILLOWY - Jakob ,774,NA
INSBRUCK - Juda ,775,NA
ISAACSOHN - Josef - Dr. ,776,NA
Isaak ,777,NA
Isaak-Seckel ,778,NA
Isaak b. Gerson ,779,NA
Isaak b. Josef ,780,NA
ISAAK - Joachem-Chaim ,781,NA
ISERLS - Abraham Hirsch (hebr. Abraham Zwi-H.) - bürgerlich A. H. GLASSER ,782,http://d-nb.info/gnd/-
Israel Moses b. Arje-Löb ,783,NA
ISRAEL - Benjamin - nennt sich meist BEN ISRAËL ,784,http://d-nb.info/gnd/1053290152
ISRAELI - J ,785,NA
ISTL - Elia Zwi ,786,NA
JACOB - Heinemann ,787,NA
JACOBI - Hosea - Dr. ,788,NA
JACOBSOHN - Jakob Hirsch - Dr. ,789,NA
JACOBSOHN - Joseph ,790,NA
JACOBSON - Israel - Dr. h. c. ,791,http://d-nb.info/gnd/11704783X
JACOBY - David ,792,NA
JADESOHN - Samuel ,793,NA
JAFFÉ - Beer Aron ,794,NA
JAFFÉ - Esaias ,795,NA
JAFFÉ - Heimann - Dr. ,796,NA
JAFFÉ - Hirsch - Dr. ,797,NA
JAFFÉ - Jakob ,798,NA
JAFFÉ - Jakob Moses ,799,NA
JAFFÉ - Mordechai - bürgerlich Markus LAZARUS ,800,NA
JAFFÉ - Mordechai Michael ,801,NA
Jakob ,802,NA
Jakob ,803,NA
Jakob Uri-Schraga-Feiwel ,804,NA
JAKOB - Moses ,805,NA
JANOW - Josef Hirsch (hebr. Zwi-H.) - gen. „Hä-H. arif“ ,806,NA
JARACZEWSKI - Mayer ,807,NA
JARACZEWSKY - Adolph - Dr. ,808,http://d-nb.info/gnd/133322947
JAROSLAW - Josef ,809,NA
JASKULSKI - Baruch ,810,NA
JASTROW - Markus - Dr. ,811,http://d-nb.info/gnd/102745013
Jechiel b. Pesach ,812,NA
JEITTELES - Benedikt ,813,NA
JELLINEK - Adolf - Dr. ,814,http://d-nb.info/gnd/117094951
JERUSALEM - Nathan - hebr. N. YERUŠALMI ,815,NA
JOËL - David - Dr. ,816,http://d-nb.info/gnd/131560808
JOËL - Ephraim Fischel ,817,NA
JOËL - Hermann - Dr. - auch Heymann oder Hirsch J. ,818,http://d-nb.info/gnd/1058019783
JOËL - Heymann ,819,NA
JOËL - Julius - Dr. ,820,NA
JOËL - Koppel ,821,NA
JOËL - Manuel - Dr. ,822,http://d-nb.info/gnd/101495196
JOEL - Meyer ,823,NA
JOELSOHN - Jecheskel ,824,NA
JOLOWICZ - Heymann - Dr. ,825,http://d-nb.info/gnd/101238606
JONAS - H. - Dr. ,826,NA
JONAS - Löw ,827,NA
Jonathan b. Isaak Halevi ,828,NA
JOSAPHAT - Gerson ,829,NA
JOSAPHAT - Samuel ,830,NA
JÓSEFFY - Wilhelm - Dr. ,831,NA
Joseph ,832,NA
JOSEPH - Israel ,833,NA
JOSEPH - Sender ,834,NA
JOSUA - Behrend - hebr. Issaschar-Berisch b. Arje-Leibusch - bürgerlich Behrend LEVI - geb. 14. Juli 1747 in Frankfurt/M. ,835,http://d-nb.info/gnd/1034914642
JOSUA - Levi (hebr. Arje-Leibusch b. Jakob-Josua) - gen. Pene ’Aryeh ,836,http://d-nb.info/gnd/1033723681
Juda ,837,NA
Juda b. Simcha ,838,NA
Juda-Leibusch ,839,NA
Juda-Löb ,840,NA
Juda Löb Halevi ,841,NA
Juda-Löbele b. Zwi-Hirsch ,842,NA
JUDA - Josua - auch Schië LISSA ,843,NA
Juspa b. Daniel ,844,NA
KAEMPF - Saul Isaak - Dr. ,845,http://d-nb.info/gnd/10259466X
KAFKA - Angelus ,846,http://d-nb.info/gnd/1104409747
KAHN - Isaak ,847,http://d-nb.info/gnd/-
KAHN - Israel-Isser ,848,http://d-nb.info/gnd/-
KAHN - Joseph - Dr. ,849,http://d-nb.info/gnd/140443541
KAHN - Ludwig - Dr. ,850,http://d-nb.info/gnd/-
KAHN - Wolf David - auch W. D. CHAN ,851,http://d-nb.info/gnd/-
KALB - Löb Moses ,852,http://d-nb.info/gnd/-
KALI - Mordechai J. ,853,http://d-nb.info/gnd/-
KALIR - Eleasar - gen. ’Or h. adaš ,854,http://d-nb.info/gnd/-
KALISCH - Eisig ,855,http://d-nb.info/gnd/-
KALISCH - Isidor ,856,http://d-nb.info/gnd/1042668965
KALISCH - Wulff Marcus ,857,http://d-nb.info/gnd/-
KALISCHER - Abraham Moses ,858,http://d-nb.info/gnd/1015678297
KALISCHER - Akiba - gen. Kiewert K. ,859,http://d-nb.info/gnd/-
KALISCHER - Elias ,860,http://d-nb.info/gnd/-
KALISCHER - Hirsch (hebr. Zwi-H.) ,861,http://d-nb.info/gnd/128687592
KALISCHER - Löb (hebr. Juda-L.) ,862,NA
KALKAR - Simeon ,863,http://d-nb.info/gnd/-
KALMAN ,864,NA
KALLMANN - Löw ,865,http://d-nb.info/gnd/-
KALLMANN - Max Bär ,866,NA
Kalonymos-Kalman b. Jesaja ,867,http://d-nb.info/gnd/-
KANN - Hirz (hebr. Naphtali-H.) ,868,NA
KANSTADT - Hirsch - auch H. CANNSTATT ,869,http://d-nb.info/gnd/-
KANSTADT - Moses ,870,http://d-nb.info/gnd/-
KARFUNKEL - Aron - auch A. GARFUNKEL ,871,http://d-nb.info/gnd/-
KARFUNKEL - L ,872,http://d-nb.info/gnd/-
KARGAU - Mendel ,873,NA
KARPELES - Abraham ,874,NA
KARPELES - Elias ,875,http://d-nb.info/gnd/137717385
KARPELES - Jakob ,876,NA
KARPELES - Lazar ,877,NA
KARPELES - Lazar ,878,NA
KARPELES - Mordechai ,879,NA
KARPELES - Moses Hakohen gen. PRÄGER ,880,NA
KASSOWITZ - Löb (hebr. Juda-L.) ,881,NA
KASTEL - Mendele ,882,NA
KASTELLAN - Jakob - auch J. LAZARUS ,883,NA
KATZ - Baruch Juda-Löb ,884,NA
KATZ - Isaak ,885,NA
KATZ - Jekutiel-Kaufmann ,886,NA
KATZ - Juda-Judel ,887,NA
KATZ - Löb (hebr. Arjeh-L.) ,888,NA
KATZ - Moses ,889,NA
KATZ - Salomon ,890,NA
KATZENELLENBOGEN - Benjamin ,891,NA
KATZENELLENBOGEN - Hirsch (hebr. Naftali-H. ben Elieser) - gen. Ša‘ar Naftali - bürgerlich Hirsch LAZAR - auch Nephtalie-Lazare HIRSCH - geb. 1749 in Bamberg ,892,NA
KATZENELLENBOGEN - Hirsch (hebr. Naftali-H. ben Moses) ,893,http://d-nb.info/gnd/1046929976
KATZENELLENBOGEN - Jakob ,894,NA
KATZENELLENBOGEN - Pinkas ,895,NA
KATZENELLENBOGEN - Pinkus Samuel ,896,NA
KATZENELLENBOGEN - Saul ,897,NA
KATZENSTEIN - Joseph ,898,NA
KAUDER - Abraham Beer ,899,NA
KAUDER - Moses Ephraim ,900,NA
KAUDER - Samuel Löw ,901,http://d-nb.info/gnd/136520634
KAUFMANN - J ,902,NA
KAUFMANN - Jakob ,903,http://d-nb.info/gnd/-
KAUFMANN - S ,904,NA
KAYSERLING - Moritz Meyer - Dr. ,905,http://d-nb.info/gnd/116141115
KELLERMANN - H ,906,NA
KEMPNER - Löb (hebr. Arje-L.) ,907,NA
KEMPNER - Mordechai - bürgerlich Marcus ELSNER ,908,NA
KIPS - Löb - bürgerlich L. RECKENDORFER ,909,NA
KIRSCHBAUM - E ,910,NA
KITSEE - Aron ,911,NA
KLAUSNER - Hirsch (hebr. Zwi-H.) ,912,NA
KLAUSNER - Wolf ,913,NA
KLEEBERG - Levi - Dr. ,914,NA
KLEIN - David - Dr ,915,NA
KLEIN - Elchanan ,916,NA
KLEIN - Jakob ,917,NA
KLEIN - Joseph - Dr. ,918,http://d-nb.info/gnd/1052721508
KLEIN - Salomon ,919,NA
KLEINEIBST - Markus ,920,NA
KLEISER - Jakob ,921,NA
KLEMPERER - Guttmann - auch Gumpel K. ,922,NA
KLEMPERER - Wilhelm - Dr. ,923,http://d-nb.info/gnd/1020661259
KLINEBERGER - Josef ,924,NA
KLUGER - Isaak-Eisig ,925,NA
KNEDL - Jakob ,926,NA
KNÖPFMACHER - Josef ,927,NA
